1.0000e+01   6.0126e-07 
  1.3000e+01   7.7806e-07 
  1.6900e+01   1.0055e-06 
  2.1970e+01   1.2971e-06 
  2.8561e+01   1.6695e-06 
  3.7129e+01   2.1424e-06 
  4.8268e+01   2.7390e-06 
  6.2749e+01   3.4849e-06 
  8.1573e+01   4.4066e-06 
  1.0604e+02   5.5284e-06 
  1.3786e+02   6.8676e-06 
  1.7922e+02   8.4263e-06 
  2.3298e+02   1.0181e-05 
  3.0288e+02   1.2073e-05 
  3.9374e+02   1.3996e-05 
  5.1186e+02   1.5620e-05 
  6.6542e+02   1.6844e-05 
  8.6504e+02   1.7486e-05 
  1.1246e+03   1.7216e-05 
  1.4619e+03   1.6028e-05 
  1.9005e+03   1.4073e-05 
  2.4706e+03   1.1576e-05 
  3.2118e+03   8.9176e-06 
  4.1754e+03   6.4728e-06 
  5.4280e+03   4.4354e-06 
  7.0564e+03   2.8508e-06 
  9.1733e+03   1.7197e-06 
  1.1925e+04   9.8295e-07 
  1.5503e+04   5.3929e-07 
  2.0154e+04   2.8724e-07 
  2.6200e+04   1.4989e-07 
  3.4060e+04   7.7141e-08 
  4.4278e+04   3.9309e-08 
  5.7561e+04   1.9881e-08 
  7.4830e+04   9.9948e-09 
  9.7279e+04   5.0006e-09 
  1.2646e+05   2.4921e-09 
  1.6440e+05   1.2382e-09 
  2.1372e+05   6.1382e-10 
  2.7784e+05   3.0376e-10 
  3.6119e+05   1.5012e-10 
  4.6955e+05   7.4133e-11 
  6.1041e+05   3.6590e-11 
  7.9353e+05   1.8047e-11 
  1.0316e+06   8.8965e-12 
  1.3411e+06   4.3841e-12 
  1.7434e+06   2.1598e-12 
  2.2664e+06   1.0639e-12 
  2.9463e+06   5.2398e-13 
  3.8302e+06   2.5805e-13 
  4.9793e+06   1.2708e-13 
  6.4731e+06   6.2582e-14 
  8.4150e+06   3.0819e-14 
  1.0940e+07   1.5177e-14 
  1.4221e+07   7.4744e-15 
  1.8488e+07   3.6810e-15 
  2.4034e+07   1.8130e-15 
  3.1244e+07   8.9336e-16 
  4.0618e+07   4.4009e-16 
  5.2803e+07   2.1674e-16 
  6.8644e+07   1.0673e-16 
  8.9237e+07   5.2542e-17 
  1.1601e+08  -1.0000e+00 
