 1.0000e+01   1.6389e-07 
  1.3000e+01   2.1137e-07 
  1.6900e+01   2.7200e-07 
  2.1970e+01   3.4903e-07 
  2.8561e+01   4.4630e-07 
  3.7129e+01   5.6823e-07 
  4.8268e+01   7.1970e-07 
  6.2749e+01   9.0586e-07 
  8.1573e+01   1.1260e-06 
  1.0604e+02   1.3499e-06 
  1.3786e+02   1.5932e-06 
  1.7922e+02   1.8338e-06 
  2.3298e+02   2.0114e-06 
  3.0288e+02   2.1356e-06 
  3.9374e+02   2.1317e-06 
  5.1186e+02   2.0107e-06 
  6.6542e+02   1.7883e-06 
  8.6504e+02   1.4720e-06 
  1.1246e+03   1.1091e-06 
  1.4619e+03   7.6798e-07 
  1.9005e+03   4.8953e-07 
  2.4706e+03   2.9027e-07 
  3.2118e+03   1.6213e-07 
  4.1754e+03   8.5645e-08 
  5.4280e+03   4.2914e-08 
  7.0564e+03   2.0620e-08 
  9.1733e+03   9.6309e-09 
  1.1925e+04   4.4279e-09 
  1.5503e+04   2.0233e-09 
  2.0154e+04   9.2383e-10 
  2.6200e+04   4.2177e-10 
  3.4060e+04   1.9255e-10 
  4.4278e+04   8.7869e-11 
  5.7561e+04   4.0073e-11 
  7.4830e+04   1.8262e-11 
  9.7279e+04   8.3173e-12 
  1.2646e+05   3.7836e-12 
  1.6440e+05   1.7197e-12 
  2.1372e+05   7.8112e-13 
  2.7784e+05   3.5464e-13 
  3.6119e+05   1.6093e-13 
  4.6955e+05   7.2985e-14 
  6.1041e+05   3.3104e-14 
  7.9353e+05   1.5013e-14 
  1.0316e+06   6.8080e-15 
  1.3411e+06   3.0888e-15 
  1.7434e+06   1.4015e-15 
  2.2664e+06   6.3588e-16 
  2.9463e+06   2.8855e-16 
  3.8302e+06   1.3096e-16 
  4.9793e+06   5.9458e-17 
  6.4731e+06   2.7019e-17 
  8.4150e+06   1.2280e-17 
  1.0940e+07   5.5820e-18 
  1.4221e+07   2.5385e-18 
  1.8488e+07   1.1546e-18 
  2.4034e+07   5.2521e-19 
  3.1244e+07   2.3897e-19 
  4.0618e+07   1.0877e-19 
  5.2803e+07   4.9528e-20 
  6.8644e+07   2.2568e-20 
  8.9237e+07   1.0291e-20 
  1.1601e+08  -1.0000e+00 
