1.0000e+01   1.2464e-05 
  1.3000e+01   2.2246e-05 
  1.6900e+01   3.3755e-05 
  2.1970e+01   5.0028e-05 
  2.8561e+01   7.4999e-05 
  3.7129e+01   1.1522e-04 
  4.8268e+01   1.8222e-04 
  6.2749e+01   2.9818e-04 
  8.1573e+01   5.0866e-04 
  1.0604e+02   9.2437e-04 
  1.3786e+02   1.5361e-03 
  1.7922e+02   2.6153e-03 
  2.3298e+02   5.1181e-03 
  3.0288e+02   6.9629e-03 
  3.9374e+02   8.3061e-03 
  5.1186e+02   8.9959e-03 
  6.6542e+02   8.8389e-03 
  8.6504e+02   7.8788e-03 
  1.1246e+03   6.3639e-03 
  1.4619e+03   4.5995e-03 
  1.9005e+03   2.9868e-03 
  2.4706e+03   1.7783e-03 
  3.2118e+03   1.0041e-03 
  4.1754e+03   5.5172e-04 
  5.4280e+03   3.0231e-04 
  7.0564e+03   1.6847e-04 
  9.1733e+03   9.6217e-05 
  1.1925e+04   5.6060e-05 
  1.5503e+04   3.3031e-05 
  2.0154e+04   1.9543e-05 
  2.6200e+04   1.1549e-05 
  3.4060e+04   6.8103e-06 
  4.4278e+04   4.0067e-06 
  5.7561e+04   2.3529e-06 
  7.4830e+04   1.3796e-06 
  9.7279e+04   8.0787e-07 
  1.2646e+05   4.7211e-07 
  1.6440e+05   2.7557e-07 
  2.1372e+05   1.6072e-07 
  2.7784e+05   9.3679e-08 
  3.6119e+05   5.4574e-08 
  4.6955e+05   3.1778e-08 
  6.1041e+05   1.8508e-08 
  7.9353e+05   1.0778e-08 
  1.0316e+06   6.2759e-09 
  1.3411e+06   3.6559e-09 
  1.7434e+06   2.1296e-09 
  2.2664e+06   1.2404e-09 
  2.9463e+06   7.2249e-10 
  3.8302e+06   4.2084e-10 
  4.9793e+06   2.4515e-10 
  6.4731e+06   1.4282e-10 
  8.4150e+06   8.3222e-11 
  1.0940e+07   4.8504e-11 
  1.4221e+07   2.8277e-11 
  1.8488e+07   1.6490e-11 
  2.4034e+07   9.6197e-12 
  3.1244e+07   5.6142e-12 
  4.0618e+07   3.2780e-12 
  5.2803e+07   1.9150e-12 
  6.8644e+07   1.1194e-12 
  8.9237e+07   6.5473e-13 
  1.1601e+08   3.8313e-13 
