1.0000e+01   5.1416e-10 
  1.3000e+01   9.7192e-10 
  1.6900e+01   1.5756e-09 
  2.1970e+01   2.4805e-09 
  2.8561e+01   3.8696e-09 
  3.7129e+01   6.0053e-09 
  4.8268e+01   9.2789e-09 
  6.2749e+01   1.4280e-08 
  8.1573e+01   2.1909e-08 
  1.0604e+02   3.3573e-08 
  1.3786e+02   5.1549e-08 
  1.7922e+02   7.9672e-08 
  2.3298e+02   1.2466e-07 
  3.0288e+02   1.9849e-07 
  3.9374e+02   3.2229e-07 
  5.1186e+02   5.3109e-07 
  6.6542e+02   8.7633e-07 
  8.6504e+02   1.4184e-06 
  1.1246e+03   2.2000e-06 
  1.4619e+03   3.2017e-06 
  1.9005e+03   4.3007e-06 
  2.4706e+03   5.2738e-06 
  3.2118e+03   5.8712e-06 
  4.1754e+03   5.9321e-06 
  5.4280e+03   5.4629e-06 
  7.0564e+03   4.6236e-06 
  9.1733e+03   3.6358e-06 
  1.1925e+04   2.6886e-06 
  1.5503e+04   1.8895e-06 
  2.0154e+04   1.2753e-06 
  2.6200e+04   8.3233e-07 
  3.4060e+04   5.2839e-07 
  4.4278e+04   3.2805e-07 
  5.7561e+04   2.0016e-07 
  7.4830e+04   1.2051e-07 
  9.7279e+04   7.1832e-08 
  1.2646e+05   4.2485e-08 
  1.6440e+05   2.4982e-08 
  2.1372e+05   1.4626e-08 
  2.7784e+05   8.5342e-09 
  3.6119e+05   4.9668e-09 
  4.6955e+05   2.8848e-09 
  6.1041e+05   1.6727e-09 
  7.9353e+05   9.6841e-10 
  1.0316e+06   5.5981e-10 
  1.3411e+06   3.2304e-10 
  1.7434e+06   1.8599e-10 
  2.2664e+06   1.0674e-10 
  2.9463e+06   6.0978e-11 
  3.8302e+06   3.4597e-11 
  4.9793e+06   1.9430e-11 
  6.4731e+06   1.0747e-11 
  8.4150e+06   5.8122e-12 
  1.0940e+07   3.0408e-12 
  1.4221e+07   1.5152e-12 
  1.8488e+07   7.0278e-13 
  2.4034e+07   2.9312e-13 
  3.1244e+07   1.0415e-13 
  4.0618e+07   2.8802e-14 
  5.2803e+07   5.2441e-15 
  6.8644e+07   4.3219e-16 
  8.9237e+07   4.6676e-18 
  1.1601e+08   4.5136e-21 

