1.0000e+00   2.9911e-02 
  1.4000e+00   2.9901e-02 
  1.9600e+00   2.9886e-02 
  2.7440e+00   2.9866e-02 
  3.8416e+00   2.9838e-02 
  5.3782e+00   2.9799e-02 
  7.5295e+00   2.9745e-02 
  1.0541e+01   2.9671e-02 
  1.4758e+01   2.9570e-02 
  2.0661e+01   2.9433e-02 
  2.8925e+01   2.9250e-02 
  4.0496e+01   2.9010e-02 
  5.6694e+01   2.8703e-02 
  7.9371e+01   2.8326e-02 
  1.1112e+02   2.7886e-02 
  1.5557e+02   2.7222e-02 
  2.1780e+02   2.5441e-02 
  3.0491e+02   2.3737e-02 
  4.2688e+02   2.1959e-02 
  5.9763e+02   1.9307e-02 
  8.3668e+02   1.6501e-02 
  1.1714e+03   1.3724e-02 
  1.6399e+03   1.0776e-02 
  2.2959e+03   8.4924e-03 
  3.2142e+03   6.7945e-03 
  4.4999e+03   5.4542e-03 
  6.2998e+03   4.2970e-03 
  8.8198e+03   3.4131e-03 
  1.2348e+04   2.8664e-03 
  1.7287e+04   2.4932e-03 
  2.4201e+04   2.2076e-03 
  3.3882e+04   1.9728e-03 
  4.7435e+04   1.7727e-03 
  6.6409e+04   1.5990e-03 
  9.2972e+04   1.4458e-03 
  1.3016e+05   1.3082e-03 
  1.8223e+05   1.1843e-03 
  2.5512e+05   1.0726e-03 
  3.5716e+05   9.7180e-04 
  5.0003e+05   8.8081e-04 
  7.0004e+05   7.9918e-04 
  9.8005e+05   7.2525e-04 
  1.3721e+06   6.5869e-04 
  1.9209e+06   5.9840e-04 
  2.6893e+06   5.4381e-04 
  3.7650e+06   4.9446e-04 
  5.2710e+06   4.4973e-04 
  7.3793e+06   4.0912e-04 
  1.0331e+07   3.7228e-04 
  1.4464e+07   3.3880e-04 
  2.0249e+07   3.0837e-04 
  2.8348e+07   2.8087e-04 
  3.9688e+07   2.5606e-04 
  5.5563e+07   2.3365e-04 
  7.7788e+07   2.1340e-04 
