  1.0000e+01   1.7761e-01 
  1.3000e+01   2.6980e-01 
  1.6900e+01   3.5581e-01 
  2.1970e+01   4.5181e-01 
  2.8561e+01   5.6317e-01 
  3.7129e+01   6.9159e-01 
  4.8268e+01   8.3674e-01 
  6.2749e+01   9.9695e-01 
  8.1573e+01   1.1686e+00 
  1.0604e+02   1.3463e+00 
  1.3786e+02   1.5228e+00 
  1.7922e+02   1.6879e+00 
  2.3298e+02   1.8286e+00 
  3.0288e+02   1.9273e+00 
  3.9374e+02   1.9647e+00 
  5.1186e+02   1.9206e+00 
  6.6542e+02   1.7799e+00 
  8.6504e+02   1.5572e+00 
  1.1246e+03   1.2843e+00 
  1.4619e+03   9.9205e-01 
  1.9005e+03   7.1557e-01 
  2.4706e+03   4.8257e-01 
  3.2118e+03   3.0613e-01 
  4.1754e+03   1.8489e-01 
  5.4280e+03   1.0824e-01 
  7.0564e+03   6.2755e-02 
  9.1733e+03   3.6743e-02 
  1.1925e+04   2.1975e-02 
  1.5503e+04   1.3439e-02 
  2.0154e+04   8.3557e-03 
  2.6200e+04   5.2435e-03 
  3.4060e+04   3.3039e-03 
  4.4278e+04   2.0843e-03 
  5.7561e+04   1.3149e-03 
  7.4830e+04   8.2923e-04 
  9.7279e+04   5.2276e-04 
  1.2646e+05   3.2943e-04 
  1.6440e+05   2.0755e-04 
  2.1372e+05   1.3075e-04 
  2.7784e+05   8.2362e-05 
  3.6119e+05   5.1880e-05 
  4.6955e+05   3.2679e-05 
  6.1041e+05   2.0585e-05 
  7.9353e+05   1.2968e-05 
  1.0316e+06   8.1696e-06 
  1.3411e+06   5.1472e-06 
  1.7434e+06   3.2431e-06 
  2.2664e+06   2.0434e-06 
  2.9463e+06   1.2876e-06 
  3.8302e+06   8.1139e-07 
  4.9793e+06   5.1131e-07 
  6.4731e+06   3.2222e-07 
  8.4150e+06   2.0306e-07 
  1.0940e+07   1.2797e-07 
  1.4221e+07   8.0652e-08 
  1.8488e+07   5.0829e-08 
  2.4034e+07   3.2034e-08 
  3.1244e+07   2.0189e-08 
  4.0618e+07   1.2723e-08 
  5.2803e+07   8.0181e-09 
  6.8644e+07   5.0525e-09 
  8.9237e+07   3.1833e-09 
  1.1601e+08   2.0045e-09 
