  1.0000e+01   1.8131e-07 
  1.3000e+01   2.3342e-07 
  1.6900e+01   2.9964e-07 
  2.1970e+01   3.8324e-07 
  2.8561e+01   4.8788e-07 
  3.7129e+01   6.1740e-07 
  4.8268e+01   7.7544e-07 
  6.2749e+01   9.6478e-07 
  8.1573e+01   1.1758e-06 
  1.0604e+02   1.4067e-06 
  1.3786e+02   1.6484e-06 
  1.7922e+02   1.8848e-06 
  2.3298e+02   2.0944e-06 
  3.0288e+02   2.2171e-06 
  3.9374e+02   2.2198e-06 
  5.1186e+02   2.1257e-06 
  6.6542e+02   1.8490e-06 
  8.6504e+02   1.5157e-06 
  1.1246e+03   1.1044e-06 
  1.4619e+03   7.4107e-07 
  1.9005e+03   4.5442e-07 
  2.4706e+03   2.5499e-07 
  3.2118e+03   1.3431e-07 
  4.1754e+03   6.7553e-08 
  5.4280e+03   3.3036e-08 
  7.0564e+03   1.5965e-08 
  9.1733e+03   7.6927e-09 
  1.1925e+04   3.6990e-09 
  1.5503e+04   1.7693e-09 
  2.0154e+04   8.3933e-10 
  2.6200e+04   3.9410e-10 
  3.4060e+04   1.8333e-10 
  4.4278e+04   8.4614e-11 
  5.7561e+04   3.8810e-11 
  7.4830e+04   1.7713e-11 
  9.7279e+04   8.0518e-12 
  1.2646e+05   3.6452e-12 
  1.6440e+05   1.6457e-12 
  2.1372e+05   7.4144e-13 
  2.7784e+05   3.3352e-13 
  3.6119e+05   1.4983e-13 
  4.6955e+05   6.7242e-14 
  6.1041e+05   3.0170e-14 
  7.9353e+05   1.3531e-14 
  1.0316e+06   6.0659e-15 
  1.3411e+06   2.7200e-15 
  1.7434e+06   1.2194e-15 
  2.2664e+06   5.4656e-16 
  2.9463e+06   2.4496e-16 
  3.8302e+06   1.0979e-16 
  4.9793e+06   4.9204e-17 
  6.4731e+06   2.2054e-17 
  8.4150e+06   9.8862e-18 
  1.0940e+07   4.4326e-18 
  1.4221e+07   1.9879e-18 
  1.8488e+07   8.9178e-19 
  2.4034e+07   4.0020e-19 
  3.1244e+07   1.7967e-19 
  4.0618e+07   8.0699e-20 
  5.2803e+07   3.6265e-20 
  6.8644e+07   1.6306e-20 
  8.9237e+07   7.3368e-21 
  1.1601e+08  -1.0000e+00 
