0.0017139203	7.015
0.0795051105	15.0235
0.1260673283	19.36
0.1975801192	28.325
0.3048997627	25.755
0.461624221	24.95
0.6839807721	19.95
0.9909288159	14.1
1.404858958	7.24
1.9529910817	3.49
2.6693379405	1.735
3.5971062035	0.7
4.7915513016	0.255
6.3234352092	0.13
8.2833168353	0.07
10.7869590938	0.026
13.9821944792	0.0135
18.057668237	0.0065
23.2539829065	0.00275



